,Fill,x,y,x2,y2,xs,ys,xs2,ys2,Start,Stop,DateTimeStart,DateTimeStop
181,20855,-0.09851757,-0.1240869,,,-0.00022974,-0.00011892,,,1494052761,1494053399,2017-05-06 06:39:21,2017-05-06 06:49:59
182,20856,-0.09851757,-0.1240869,,,-0.00022974,-0.00011892,,,1494133635,1494140829,2017-05-07 05:07:15,2017-05-07 07:07:09
183,20857,-0.06204426,-0.1195934,,,-0.00090087,0.00042623,,,1494151194,1494174571,2017-05-07 09:59:54,2017-05-07 16:29:31
184,20859,-0.06204426,-0.1195934,,,-0.00090087,0.00042623,,,1494186278,1494192354,2017-05-07 19:44:38,2017-05-07 21:25:54
185,20860,-0.08269798,-0.1268236,,,-0.00044248,0.00011934,,,1494200330,1494236875,2017-05-07 23:38:50,2017-05-08 09:47:55
186,20861,-0.1175232,-0.1341545,,,-0.00066597,0.00042651,,,1494240903,1494274404,2017-05-08 10:55:03,2017-05-08 20:13:24
187,20862,-0.1040584,-0.1276195,,,-0.0011502,0.00018083,,,1494283337,1494302809,2017-05-08 22:42:17,2017-05-09 04:06:49
188,20863,-0.105203,-0.1494572,,,-0.00069396,0.00117916,,,1494306581,1494330175,2017-05-09 05:09:41,2017-05-09 11:42:55
189,20864,-0.1102041,-0.130408,,,-0.00053304,7.589e-05,,,1494336926,1494366419,2017-05-09 13:35:26,2017-05-09 21:46:59
190,20865,-0.08883747,-0.12725881,,,-0.00096803,6.826e-05,,,1494371298,1494409482,2017-05-09 23:08:18,2017-05-10 09:44:42
191,20866,-0.08883747,-0.12725881,-0.1072078,-0.1237811,-0.00096803,6.826e-05,-0.00027567,0.00018265,1494414411,1494447097,2017-05-10 11:06:51,2017-05-10 20:11:37
192,20867,-0.08060585,-0.1420892,,,-0.00078201,0.00027401,,,1494453340,1494482763,2017-05-10 21:55:40,2017-05-11 06:06:03
193,20868,-0.07202243,-0.1380823,,,-0.00098511,0.00016991,,,1494486084,1494510431,2017-05-11 07:01:24,2017-05-11 13:47:11
194,20870,-0.07202243,-0.1380823,,,-0.00098511,0.00016991,,,1494536977,1494547594,2017-05-11 21:09:37,2017-05-12 00:06:34
195,20873,-0.07202243,-0.1380823,,,-0.00098511,0.00016991,,,1494587245,1494599676,2017-05-12 11:07:25,2017-05-12 14:34:36
196,20874,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494605543,1494624174,2017-05-12 16:12:23,2017-05-12 21:22:54
197,20876,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494638433,1494668236,2017-05-13 01:20:33,2017-05-13 09:37:16
198,20879,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494699186,1494728677,2017-05-13 18:13:06,2017-05-14 02:24:37
199,20880,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494733149,1494753527,2017-05-14 03:39:09,2017-05-14 09:18:47
200,20884,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494786654,1494815888,2017-05-14 18:30:54,2017-05-15 02:38:08
201,20885,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494819477,1494842263,2017-05-15 03:37:57,2017-05-15 09:57:43
202,20886,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494845684,1494873240,2017-05-15 10:54:44,2017-05-15 18:34:00
203,20887,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494884119,1494913642,2017-05-15 21:35:19,2017-05-16 05:47:22
204,20888,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494917542,1494946640,2017-05-16 06:52:22,2017-05-16 14:57:20
205,20889,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494951578,1494981972,2017-05-16 16:19:38,2017-05-17 00:46:12
206,20890,-0.1114145,-0.12990481,,,9.969e-05,-0.00067635,,,1494989931,1495021544,2017-05-17 02:58:51,2017-05-17 11:45:44
207,20894,-0.07052978,-0.1114266,,,-0.00023715,-0.00046761,,,1495095421,1495116653,2017-05-18 08:17:01,2017-05-18 14:10:53
208,20896,-0.05875274,-0.1133292,,,-0.0004798,-0.00086379,,,1495133264,1495151508,2017-05-18 18:47:44,2017-05-18 23:51:48
209,20897,-0.05854156,-0.1058056,,,-0.00081224,-0.00017487,,,1495159424,1495196289,2017-05-19 02:03:44,2017-05-19 12:18:09
210,20898,-0.07560844,-0.15205801,,,-0.00094159,0.00079919,,,1495200931,1495223532,2017-05-19 13:35:31,2017-05-19 19:52:12
211,20900,-0.06289518,-0.139304,,,-0.00055951,-0.00054119,,,1495239198,1495277300,2017-05-20 00:13:18,2017-05-20 10:48:20
212,20901,-0.0804733,-0.1362152,,,-0.00087445,0.00013043,,,1495281597,1495318331,2017-05-20 11:59:57,2017-05-20 22:12:11
213,20902,-0.06722528,-0.1148298,,,-0.00022876,1.366e-05,,,1495321853,1495364734,2017-05-20 23:10:53,2017-05-21 11:05:34
214,20903,-0.0658209,-0.1422092,,,-0.00072426,1.101e-05,,,1495368991,1495406268,2017-05-21 12:16:31,2017-05-21 22:37:48
215,20904,-0.1014689,-0.1090438,,,-0.00101316,0.00021407,,,1495411114,1495431610,2017-05-21 23:58:34,2017-05-22 05:40:10
216,20906,-0.0945017,-0.1258648,,,-0.00027526,-0.00023745,,,1495440370,1495478514,2017-05-22 08:06:10,2017-05-22 18:41:54
217,20907,-0.04949674,-0.1052252,,,-0.00118995,-0.00047142,,,1495486480,1495528509,2017-05-22 20:54:40,2017-05-23 08:35:09
218,20910,-0.04521893,-0.1209826,,,-0.00069993,0.00068709,,,1495554301,1495588378,2017-05-23 15:45:01,2017-05-24 01:12:58
219,20911,-0.09032594,-0.1285422,,,-7.294e-05,0.00049996,,,1495592700,1495625246,2017-05-24 02:25:00,2017-05-24 11:27:26
220,20919,-0.09032594,-0.1285422,,,-7.294e-05,0.00049996,,,1495749278,1495752583,2017-05-25 21:54:38,2017-05-25 22:49:43
221,20920,-0.1039088,-0.09662224,,,-0.00068285,-0.00011129,,,1495773450,1495794453,2017-05-26 04:37:30,2017-05-26 10:27:33
222,20924,-0.1057599,-0.1232129,,,-0.00023935,-0.00040992,,,1495809699,1495839040,2017-05-26 14:41:39,2017-05-26 22:50:40
223,20925,-0.038093,-0.1057476,,,-0.00033725,0.00045518,,,1495842916,1495879837,2017-05-26 23:55:16,2017-05-27 10:10:37
224,20926,-0.038093,-0.1057476,,,-0.00033725,0.00045518,,,1495883549,1495893601,2017-05-27 11:12:29,2017-05-27 14:00:01
225,20927,-0.07090336,-0.1201385,,,-0.00079038,9.008e-05,,,1495905604,1495935088,2017-05-27 17:20:04,2017-05-28 01:31:28
226,20928,-0.07924018,-0.1102532,,,-0.00032064,0.00050119,,,1495940983,1495976448,2017-05-28 03:09:43,2017-05-28 13:00:48
227,20929,-0.065238,-0.09646047,,,-0.00021652,-0.00029547,,,1495979931,1496009352,2017-05-28 13:58:51,2017-05-28 22:09:12
228,20930,-0.0898975,-0.13073771,,,-0.00091085,1.099e-05,,,1496012498,1496045223,2017-05-28 23:01:38,2017-05-29 08:07:03
229,20931,-0.087519,-0.1263451,,,-0.0009375,0.00036171,,,1496048950,1496070337,2017-05-29 09:09:10,2017-05-29 15:05:37
230,20932,-0.09004999,-0.1215051,,,-0.00074826,-0.00046076,,,1496075101,1496096582,2017-05-29 16:25:01,2017-05-29 22:23:02
231,20933,-0.09004999,-0.1215051,,,-0.00074826,-0.00046076,,,1496101246,1496119187,2017-05-29 23:40:46,2017-05-30 04:39:47
232,21131,0.0,0.0,,,0.0,0.0,,,1498213057,1498227620,2017-06-23 10:17:37,2017-06-23 14:20:20
233,21135,0.0,0.0,,,0.0,0.0,,,1498261534,1498261898,2017-06-23 23:45:34,2017-06-23 23:51:38
234,21136,0.00149719,-0.1275281,,,-6.538e-05,0.00016881,,,1498266709,1498267093,2017-06-24 01:11:49,2017-06-24 01:18:13
235,21137,0.00149719,-0.1275281,,,-6.538e-05,0.00016881,,,1498271291,1498276825,2017-06-24 02:28:11,2017-06-24 04:00:25
236,21140,0.00149719,-0.1275281,,,-6.538e-05,0.00016881,,,1498303914,1498304908,2017-06-24 11:31:54,2017-06-24 11:48:28
237,21142,0.00149719,-0.1275281,,,-6.538e-05,0.00016881,,,1498318372,1498330606,2017-06-24 15:32:52,2017-06-24 18:56:46
238,21145,0.00149719,-0.1275281,,,-6.538e-05,0.00016881,,,1498393109,1498416424,2017-06-25 12:18:29,2017-06-25 18:47:04
239,21148,0.1320228,0.1835555,,,0.00161969,-0.00051225,,,1498439553,1498462625,2017-06-26 01:12:33,2017-06-26 07:37:05
240,21149,-0.00274803,-0.1132706,,,-0.00011575,0.00041331,,,1498468331,1498513471,2017-06-26 09:12:11,2017-06-26 21:44:31
241,21150,0.07939968,0.1143091,,,0.00039957,-0.00144933,,,1498520813,1498565074,2017-06-26 23:46:53,2017-06-27 12:04:34
